Date and Time Downloaded : 03/15/2020 12:18:17 pm"Health Facility Code","Health Facility Code Short","Facility Name","Old Health Facility Names","Old Health Facility Name 2","Old Health Facility Name 3","Health Facility Type","Ownership Major Classification","Ownership Sub-Classification for Government facilities","Ownership Sub-Classification for private facilities","Street Name and #           ","Building name and #","Region Name","Region PSGC","Province Name","Province PSGC","City/Municipality Name","City/Municipality PSGC","Barangay Name","Barangay PSGC","Zip Code","Landline Number","Landline Number 2","Fax Number","Email Address","Alternate Email Address","Official Website","Facility Head: Last Name","Facility Head: First Name","Facility Head: Middle Name","Facility Head: Position","Hospital Licensing Status","Service Capability","Bed Capacity"
"DOH000000000033231","33231","NATIONAL GOVERNMENT CENTER LYING IN CLINIC","","","","Birthing Home","Private","","","MRB COMPOUND, PILOT DRIVE","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","COMMONWEALTH","137404022","","+63 029266848","","","","","","","","","","With License","",""
"DOH000000000033232","33232","PASCUAL GENTLE HANDS MATERNITY CLINIC","","","","Birthing Home","Private","","","UNIT 1 KING WILLIAM STREET, KASIYAHAN VILLAGE","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","BAGBAG","137404006","","+63 024187131","","","","","","PASCUAL","CHARO","E.","Other","With License","",""
"DOH000000000033233","33233","PRIMA MEDIX MULTISPECIALTY AND LYING IN CLINIC","","","","Birthing Home","Private","","","322 VISAYAS AVENUE","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","PASONG TAMO","137404080","","+63 029268632","","","","","","","","","","With License","",""
"DOH000000000033234","33234","PROLIFE MIDWIFE CLINIC","","","","Birthing Home","Private","","","61 ILANG-ILANG STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","PAYATAS","137404138","","+63 029903961","+63 023003007","","","","","PALOMARES","ELVIE","P.","Other","With License","",""
"DOH000000000033235","33235","SAFE MOMS LYING IN AND MULTI-SPECIALTY CENTER CORPORATION","","","","Birthing Home","Private","","","324 A/B TANDANG SORA AVENUE","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","PASONG TAMO","137404080","","+63 023527568","","","","","","","","","","With License","",""
"DOH000000000033236","33236","SHERYL BIRTHING HOME AND LYING IN CLINIC","","","","Birthing Home","Private","","","39-B CARAGAY STREET, SAN FRANCISCO DEL MONTE","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","DAMAYAN","137404027","","+63 024127731","","","","","","ABAYON","SHERYL","C.","","With License","",""
"DOH000000000033237","33237","ST. HELENAS BIRTHING STATION AND CHILD CARE CLINIC","","","","Birthing Home","Private","","","063 B SAN MIGUEL STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","COMMONWEALTH","137404022","","","","","","","","SANTOS","JULIE","Y.","","With License","",""
"DOH000000000033238","33238","TAMAYO FAMILY CARE BIRTHING HOME CLINIC","","","","Birthing Home","Private","","","28 BALUYOT STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","KRUS NA LIGAS","137404051","","+63 029256013","","","","","","TAMAYO","MARICEL","V.","","With License","",""
"DOH000000000033239","33239","TRINIDAD MIDWIFERY LYING IN SERVICES","","","","Birthing Home","Private","","","138 REPUBLIC AVENUE","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","FAIRVIEW","137404041","","+63 024305255","","","","","","VIRREY","TRINIDAD","","","With License","",""
"DOH000000000033240","33240","VGC MATERNITY AND LYING IN CLINIC","","","","Birthing Home","Private","","","60 LILY STREET, PINGKIAN III, ZONE 1","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","PASONG TAMO","137404080","","+63 9276638590","","","","","","CORROS","MARIA VICTORIA","G.","","With License","",""
"DOH000000000033241","33241","TZLR LYING IN CLINIC","","","","Birthing Home","Private","","","9 MANOSEA STREET, CALZADO TIPAS","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","TAGUIG CITY","137607000","","","","","","","","","","DELA CRUZ","LARNEBEL","M.","","With License","",""
"DOH000000000033242","33242","CONIXON MATERNITY CLINIC","","","","Birthing Home","Private","","","23 M. L. QUEZON STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","TAGUIG CITY","137607000","BAMBANG","137607003","","+63 027813790","","","","","","FADEROG","JOAN","C.","","With License","",""
"DOH000000000033243","33243","JEMS LYING IN CLINIC","","","","Birthing Home","Private","","","141 CHAMPACA STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","TAGUIG CITY","137607000","WESTERN BICUTAN","137607018","","","","","","","","VILLADOLID","MARILYN","T.","","With License","",""
"DOH000000000033244","33244","OUR LADY OF LOURDES MULTI-SPECIALTY AND LYING IN CLINIC","","","","Birthing Home","Private","","","48 GEN. ESPINO STREET, ZONE 4, CENTRAL SIGNAL","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","TAGUIG CITY","137607000","","","","","","","","","","ENITORIO","JASMIN","A.","","With License","",""
"DOH000000000033245","33245","RAP BIRTHING HOME","","","","Birthing Home","Private","","","10 LANTING STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","TAGUIG CITY","137607000","WESTERN BICUTAN","137607018","","+63 028472056","","","","","","PRESALDO","ROSANA","A.","Other","With License","",""
"DOH000000000033246","33246","S.V EUGENIO PAANAKAN","","","","Birthing Home","Private","","","90 ME IRIGA STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","TAGUIG CITY","137607000","WESTERN BICUTAN","137607018","","","","","","","","EUGENIO","SUSAN","V.","Other","With License","",""
"DOH000000000033247","33247","TERESITA ANGELES ORALLO LYING IN CLINIC","","","","Birthing Home","Private","","","BLOCK 151 LOT 1","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","TAGUIG CITY","137607000","CENTRAL BICUTAN","137607019","","+63 028376257","","","","","","ORALLO","TERESITA","A.","Other","With License","",""
"DOH000000000033248","33248","ELVIRA DELOS SANTOS BIRTHING HOME","","","","Birthing Home","Private","","","115 F. SAN JUAN STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CITY OF VALENZUELA","137504000","ISLA","137504012","","+63 023663391","","","","","","DELOS SANTOS","ELVIRA","D.","Other","With License","",""
"DOH000000000033249","33249","EMMANUEL MATERNITY AND NEWBORN CLINIC","","","","Birthing Home","Private","","","","UNIT 12, 2ND FLOOR, CYT BUILDING","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CITY OF VALENZUELA","137504000","PASO DE BLAS","137504023","","+63 024431988","","","","","","DE GUZMAN","VIOLETA","M.","Other","With License","",""
"DOH000000000033250","33250","WELLSERVED INFIRMARY AND DRUGSTORE, INC.","","","","Infirmary","Private","","","27 STEVE STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","COMMONWEALTH","137404022","","+63 029527779","","","","","","TIGA","JOSE EDUARDO","","Medical Director","With License","",""
"DOH000000000033694","33694","PROJECT 7 SOCIAL HYGIENE CLINIC","","","","Social hygiene Clinic","Government","","","BANSALANGIT STREET","2ND FLOOR, PROJECT 7 HEALTH CENTER","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","VETERANS VILLAGE","137404130","1105","","","","HIVRESUNCR@GMAIL.COM","","","","","","","","",""
"DOH000000000033695","33695","KLINIKA NOVALICHES SUNDOWN CLINIC","","","","Social hygiene Clinic","Government","","","961 QUIRINO HIGHWAY, NOVALICHES","A.J. MAXIMO HEALTH CENTER COMPOUND, ANNEX BUILDING","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","","","1123","","","","HICRESUNCR@GMAIL.COM","","","","","","","","",""
"DOH000000000033696","33696","BERNARDO SOCIAL HYGIENE CLINIC","","","","Social hygiene Clinic","Government","","","ERMIL GARCIA STREET CORNER EDSA","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","PINAGKAISAHAN","137404083","1109","","","","","","","","","","","","",""
"DOH000000000033697","33697","MARIKINA SOCIAL HYGIENE CLINIC","","","","Social hygiene Clinic","Government","","","SHOE AVENUE","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF MARIKINA","137402000","SANTO NIÑO","137402010","1800","+63 029488925","","","","","","","","","","","",""
"DOH000000000033698","33698","MANILA SOCIAL HYGIENE CLINIC","","","","Social hygiene Clinic","Government","","","208 QUIRICADA STREET","2ND FLOOR, ALFREDO PIO DE RODA MEMORIAL BUILDING","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)","133900000","SANTA CRUZ","133905000","","","1003","+63 027116942","","","","","","","","","","","",""
"DOH000000000033701","33701","MAKATI SOCIAL HYGIENE CLINIC","","","","Social hygiene Clinic","Government","","","J.P. RIZAL STREET","7TH FLOOR, HEALTH DEPARTMENT, MAKATI CITY HALL","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF MAKATI","137602000","POBLACION","137602020","1200","+63 028701615","","","","","","","","","","","",""
"DOH000000000033703","33703","CALOOCAN SOCIAL HYGIENE CLINIC","","","","Social hygiene Clinic","Government","","","A. MABINI STREET","GROUND FLOOR, CALOOCAN HEALTH DEPARTMENT","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","","","1400","+63 022888811","","","","","","","","","","","",""
"DOH000000000033708","33708","PASIG SOCIAL HYGIENE CLINIC","","","","Social hygiene Clinic","Government","","","CARUNCHO AVENUE","ROOM 5, 5TH FLOOR, PASIG CITY HALL","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF PASIG","137403000","SAN NICOLAS (POB.)","137403023","1600","+63 026431111","","","","","","","","","","","",""
"DOH000000000033709","33709","PASAY CITY HEALTH OFFICE","","","","Social hygiene Clinic","Government","","","F.B. HARRISON STREET","ROOM 106, PASAY CITY HALL","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","PASAY CITY","137605000","","","7000","+63 025514180","","","HIVRESU9@GMAIL.COM","","","","","","","","",""
"DOH000000000033794","33794","NAVOTAS CITY HOSPITAL","","","","Hospital","Government","Local Government Unit","","M. NAVAL STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CITY OF NAVOTAS","137503000","SAN JOSE (POB.)","137503010","1485","+63 023743464","+63 023740135","+63 022830697","NHCMEDICAL RECORDS@GMAIL.COM","","","PADOLINA","CHRISTIA","S.","Chief of Hospital","With License","Level 1","50"
"DOH000000000033798","33798","WOMENS HEALTH CENTER SOCIAL HYGIENE CLINIC","","","","Social hygiene Clinic","Government","Local Government Unit","","","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF LAS PI?AS","137601000","ALMANZA UNO","137601001","","+63 028006406","","","LPC.SOCIALHYGIENE@GMAIL.COM","","","SALATAN","MARIA ELINEA","D.","Municipal Health Officer","","",""
"DOH000000000033799","33799","MALABON SOCIAL HYGIENE CLINIC","","","","Social hygiene Clinic","Government","Local Government Unit","","","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CITY OF MALABON","137502000","LONGOS","137502010","","+63 023733431","","","","","","GOZON","CELIA","M.","City Health Officer","","",""
"DOH000000000033800","33800","MANDALUYONG SOCIAL HYGIENE CLINIC","","","","Social hygiene Clinic","Government","Local Government Unit","","","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF MANDALUYONG","137401000","OLD ZAÑIGA","137401020","","+63 025467799","","","DRA.TUANO@YAHOO.COM","","","TUANO","YOLANDA","D.","City Health Officer","","",""
"DOH000000000033801","33801","MUNTINLUPA REPRODUCTIVE HEALTH AND WELLNESS CLINIC","","","","Social hygiene Clinic","Government","Local Government Unit","","","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF MUNTINLUPA","137603000","PUTATAN","137603006","","+63 028345997","","","MUNTRHWC@GMAIL.COM","","","FERRER","FERRER","P.","City Health Officer","","",""
"DOH000000000033802","33802","NAVOTAS SOCIAL HYGIENE CLINIC","","","","Social hygiene Clinic","Government","Local Government Unit","","","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CITY OF NAVOTAS","137503000","SAN JOSE (POB.)","137503010","","","","","EYHIGUIT@YAHOO.COM","","","TINIO","HENRY","","City Health Officer","","",""
"DOH000000000033803","33803","PARAÑAQUE SOCIAL HYGIENE CLINIC AND WELLNESS CENTER","","","","Social hygiene Clinic","Government","Local Government Unit","","","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF PARA?AQUE","137604000","SAN ANTONIO","137604012","","+63 028268219","","","SHC.PARAÑAQUE@GMAIL.COM","","","BOMBETA","RUBEN VER","J.","City Health Officer","","",""
"DOH000000000033804","33804","SAN JUAN CITY SOCIAL HYGIENE CLINIC","","","","Social hygiene Clinic","Government","Local Government Unit","","","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF SAN JUAN","137405000","BALONG-BATO","137405002","","","","","","","","GONZALEZ","MELCHOR","S.","City Health Officer","","",""
"DOH000000000033805","33805","TAGUIG SOCIAL HYGIENE CLINIC DROP-IN CENTER","","","","Social hygiene Clinic","Government","Local Government Unit","","","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","TAGUIG CITY","137607000","WESTERN BICUTAN","137607018","","","","","DOC_DIWIE@YAHOO.COM","RNRENNAN.OCHEDA@GMAIL.COM","","ARRIOLA","DIWATA","R.","City Health Officer","","",""
"DOH000000000033806","33806","VALENZUELA CITY SOCIAL HYGIENE CLINIC","","","","Social hygiene Clinic","Government","Local Government Unit","","","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CITY OF VALENZUELA","137504000","DALANDANAN","137504010","","+63 023526000","","","JGDIAZ_19@YAHOO.COM","MARKANTHONY.MANAOIS@YMAIL.COM","","DIAZ","JOSEPHINE","G.","City Health Officer","","",""
"DOH000000000033842","33842","MEDICAL CENTER OF TAGUIG CITY, INC.","","","","Hospital","Private","","","LEVI MARIANO AVENUE","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","TAGUIG CITY","137607000","USUSAN","137607016","1632","+63 028886284","","+63 028886284","MCTAGUIG@GMAIL.COM","","","VICTORIO","BERNARD","S.","Medical Director","With License","Level 2","50"
"DOH000000000033898","33898","EARNSHAW HEALTH CENTER","","","","Rural Health Unit","Government","Local Government Unit","","EARNSHAW STREET, DISTRICT 4, SAMPALOC","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)","133900000","SAMPALOC","133906000","","","","+63 027498273","","","","","","MARGANTE","ROSARIO","E.","Medical Officer","","",""
"DOH000000000033931","33931","BRIXTON HEALTH CENTER","","","","Rural Health Unit","Government","Local Government Unit","","BRIXTON STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","BARANGAY 175","137501175","","","","","","","","RIVERA","DELBERT","","Medical Officer","","",""
"DOH000000000034334","34334","RECUENCO GENERAL HOSPITAL, INC.","RECUENCO MEDICAL, MATERNITY, CHILDREN & WELL BABY CLINIC","","","Hospital","Private","","","68 SAMPALOC EXTENSION","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","TAGUIG CITY","137607000","NORTH SIGNAL VILLAGE","137607024","1630","+63 028085950","+63 028379679","","recuencomedical@gmail.com","recuencomedclinic@yahoo.com.ph","","RECUENCO","JOSE","REORA","Chief of Hospital","With License","Level 1","12"
"DOH000000000034482","34482","CALOOCAN CITY NORTH MEDICAL CENTER","","","","Hospital","Government","Local Government Unit","","CAMARIN ROAD","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","BARANGAY 177","137501177","1400","+63 022823397","","","CCNMC16@GMAIL.COM","DON.CONTRERAS@YAHOO.COM","","CUEVAS","EVELYN","ONG","Other","Without License","",""
"DOH000000000034534","34534","BH DRUGS AND ALCOHOL REHABILITATION FOUNDATION, INC.","","","","Drug Abuse Treatment and Rehabilitation Centers","Private","","","364 AGUIRRE AVENUE, PHASE 3","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF PARA?AQUE","137604000","B. F. HOMES","137604007","","+63 026220193","+63 025192730","","","","","TY","ROBERT","R.","Medical Director","With License","","48"
"DOH000000000034535","34535","BRIDGES OF HOPE (Q.C.), INC.","","","","Drug Abuse Treatment and Rehabilitation Centers","Private","","","12 ORESTES LANE, MARIPOSA STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","BAGONG LIPUNAN NG CRAME","137404008","","+63 025033483","","","","","","ZAMORA","ENRIQUE VICENTE","","","With License","","20"
"DOH000000000034536","34536","MARIKINA REHABILITATION CENTER","","","","Drug Abuse Treatment and Rehabilitation Centers","Government","","","EAST DRIVE STREET CORNER CHAMPAGNE STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF MARIKINA","137402000","MARIKINA HEIGHTS (CONCEPCION)","137402013","","+63 024754269","","+63 026456407","","","","CASTRO JR.","ALFREDO","P.","Chief of Hospital","With License","","50"
"DOH000000000034537","34537","SAFE HAVEN HOME CARE & DRUG ABUSE TREATMENT & REHAB CENTER","","","","Drug Abuse Treatment and Rehabilitation Centers","Private","","","46 SANTA ANA CORNER PILI NUT","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF MARIKINA","137402000","SAN ROQUE","137402008","","+63 025342340","","","","","","CARLOS","NESTOR","NATIVIDAD","Medical Director","With License","","14"
